""" Penurunan temperatur tubuh pada tikus mempanjang usia hewan tersebut sampai 20%, kata para ilmuwan yang mempelajari cara memperpanjang hidup, tapi mereka mengatakan itu tak dapat diterapkan pada manusia.. Para peneliti sebelumnya mendapati usia hewan berdarah panas dapat diperpanjang dengan mengurangi konsumsi kalori mereka.. Namun tikus yang digunakan dalam studi tersebut, yang disiarkan dalam jurnal Science, diperkenankan makan sebanyak mungkin makanan yang mereka ingini sementara temperatur tubuh diturunkan.. """"Kami memperlihatkan bahwa ada cara untuk mememperoleh manfaat dari masa hidup dan usia tua yang diketahui dipengaruhi pembatasan kalori tanpa harus menjalani pembatasan kalori,"""" kata pemimpin peneliti Bruno Conti dari Scripps Research Institute di La Jolla, Kalifornia, dalam suatu wawancara, seperti dilansir dari Reuters, Kamis (02/11/06).. Para ilmuwan telah mengetahui hubungan antara temperatur tubuh dan usia tua pada hewan berdarah dingin, tapi itu merupakan studi pertama yang memperlihatkan pertubahan temperatur tubuh mempengaruhi berapa lama hewan berdarah panas hidup.. Hewan yang terlibat dalam studi sebelumnya yang melibatkan pembatasan kalori mengalami penurunan temperatur tubuh sebagai dampak samping.. Para peneliti berusaha mengetahui apakah pembatasan kalori yang sesungguhnya lah yang bertanggung jawab atas bertambahnya masa hidup, dan penurunan temperatur tubuh bersifat tak sengaja, atau apakah penurunan temperatur tubuh sendiri menjadi faktor utama dalam masa hidup.. Conti dan rekan-rekannya mengurangi temperatur tubuh tikus dengan memusatkan perhatian pada hypothalamus, susunan otak yang bertindak sebagai alat pengatur panas tubuh.. Mereka mendapati bahwa tikus yang temperatur tubuhnya berkurang hidup lebih lama dibandingkan dengan yang temperatur tubuhnya normal.. Masa hidup pada hewan betina diperkirakan bertambah 20% dan pada hewan jantan sekitar 12%.. Rata-rata berat tubuh tikus jantan juga bertambah 10%, mungkin disebabkan oleh hilangnya energi yang diperlukan untuk mempertahankan temperatur tubuh yang lebih rendah, kata para peneliti.. Tetapi orang yang ingin hidup selama satu atau dua dasawarsa lebih lama harus menemukan cara lain, setidaknya untuk sekarang.. Conti mengatakan penggunaan teknik serupa pada manusia """"secara teknis mungkin dilakukan"""", tapi terlalu sedikit keterangan mengenai keamanan pendekatan semacam itu.. """"Saya khawatir itu tak dapat diterapkan untuk saat ini,"""" tambah Conti. (*/rit). """,kesehatan
""" Botol berkontur menjadi ciri khas Coca Cola dan menjadi ikon global terkenal di dunia.. ADELAIDE, KOMPAS.com - Seorang ibu beranak delapan meninggal setelah menenggak 10 liter minuman ringan Coca Cola dalam sehari. Demikian kesimpulan koroner yang menyelidiki sebab kematian wanita tersebut di Selandia Baru.. Menurut laporan harian Otago Daily Times, Natasha Harris yang berusia 30 tahun menderita gagal jantung dan menurut suaminya disebabkan karena begitu banyaknya Coca Cola yang diminumnya dalam sehari.. Harris dilaporkan muntah-muntah sebanyak enam kali dalam seminggu beberapa bulan menjelang kematiannya yang tiba-tiba di bulan Februari 2010, namun pada awalnya Harris mengatakan muntahnya disebabkan karena dia stress.. Bila dia tidak minum Coca Cola, Harris akan merasa lemas dan suka marah-marah, namun keluarganya tidak menduga kematiannya akan disebabkan karena minuman ringan tersebut.. Suami Harris, Chris Hodgkinson mengatakan kepada koroner (seseorang yang bertugas menyelidiki dan memberikan keterangan resmi mengenai sebab kematian), David Crerar bahwa Harris sedikitnya menenggak 10 liter Coca Cola setiap hari.. """"Hal pertama yang dilakukannya di pagi hari adalah minum Coke, dan yang terakhir sebelum tidur juga adalah minum minuman yang sama. """" kata Hodgkinson.. """"Saya tidak pernah menduga. Ini kan hanya minuman ringan, seperti minum air biasa. Saya tidak pernah menduga minuman ringan bisa membunuh dia,"""" katanya.. Ahli patologi, Dr Dan Mornin di depan sidang koroner mengatakan bahwa Harris besar kemungkinan menderita hypokalemia - yaitu kurangnya potassium di dalam darah- karena tingginya konsumsi Coca Cola.. Dia mengatakan Harris meninggal karena gagal jantung, dan kebiasaannya minum Coca Cola, dan juga asupan gizi yang buruk serta terlalu banyak kafein, menyebabkan kematiannya.. Dalam pernyataan yang dikirimkan kepada harian Selandia Baru, The Southland Times, seorang juru bicara Coca Cola mengatakan, """"meminum minuman apapun dalam jumlah besar, termasuk air, bisa membahayakan. """". """"Semua makanan dan minuman akan berguna bila merupakan bagian dari pola makan yang seimbang ditambah dengan gaya hidup aktif,"""" kata pernyataan tersebut.. """,kesehatan
""" SEMUA kehamilan, baik kehamilan tunggal maupun kembar, memiliki risiko. Hanya saja, hamil kembar memiliki risiko lebih besar.. Pada kehamilan kembar, Anda akan mengalami perubahan fisik yang sama seperti ibu hamil (bumil) lain. Namun, karena tubuh Anda menopang lebih dari satu bayi, rasa tidak nyaman akan terasa lebih berat, antara lain karena kenaikan berat badan lebih cepat.. Hal ini juga menambah kesulitan lain seperti sakit punggung, sesak napas, dan sering berkemih. Anda juga lebih rentan terhadap rasa nyeri pada perut, sembelit, dan bengkak. Penambahan beban pada jantung, paru-paru, dan ginjal mengakibatkan Anda merasa lebih cepat lelah.. Anda tak perlu cemas menjalani kehamilan kembar Anda. Berpikir positif. Jika orang lain yang hendak punya dua anak harus hamil dua kali, Anda hanya perlu sekali, bukan? Yang Anda butuhkan adalah kesiapan fisik dan mental, baik selama kehamilan, saat persalinan maupun pasca persalinan.. Berikut ini beberapa saran yang bisa dilakukan sebagai persiapan bagi ibu yang hamil kembar.. 1. Terapi nutrisi. Ini harus diterapkan bagi semua bumil kembar, tak peduli berapa berat badannya untuk memastikan pertumbuhan janin optimal dan berat badan lahir lebih tinggi. Maklum, BBLR atau berat badan lahir rendah adalah salah satu masalah pada kelahiran kembar.. 2. Makanlah diet seimbang termasuk padi-padian, produk susu, buah, dan sayur segar, makanan kaya protein, seperti ikan, ayam, daging, keju, kacang-kacangan, dan telur. Ingat, Anda memerlukan sekira 1,5 kali lebih banyak daripada bumil tunggal.. 3. Banyak minum air putih. Minumlah delapan sampai sepuluh gelas air perhari untuk mencegah dehidrasi. Jika dokter memberikan suplemen penambah darah, minumlah secara teratur untuk mencegah anemia dan sekaligus sebagai nutrisi untuk kedua janin.. 4. Banyak istirahat. Kehamilan kembar menambah beban tubuh Anda sehingga Anda perlu banyak istirahat. Seringlah berbaring agar aliran darah ke plasenta meningkat dan pertumbuhan janin lebih pesat. Jika Anda termasuk wanita berbanyak aktivitas, pertimbangkan cuti lebih awal.. 5. Kontrol kehamilan secara teratur. Dengan melakukan hal ini, Anda bisa merasa lebih tenang karena kehamilan kembar Anda dimonitor secara teratur, sehingga dapat membantu menurunkan risiko atau komplikasi yang mungkin terjadi. Carilah rumah sakit dengan fasilitas dan sarana persalinan yang lengkap sehingga mempermudah bila terjadi sesuatu.. 6. Siapkan mental. Anda mungkin mengalami perubahan suasana hati. Jangan sungkan membicarakan segalanya dengan pasangan. Tak kalah penting, rencanakan apa yang akan Anda lakukan setelah kelahiran si kembar. Setelah kelahiran, Anda dan pasangan akan disibukkan kehadiran si kecil, karena itu persiapan dan perencanaan awal akan membantu Anda untuk mempersiapkan dan mengatasi segalanya dengan lebih baik. Mintalah dukungan suami dan juga keluarga Anda.. 7. Cari dukungan positif. Hindari cerita-cerita menyeramkan tentang kehamilan kembar. Lebih baik simak cerita dan pengalaman positif dari orang yang pernah hamil anak kembar.. 8. Gandakan biaya. Ada baiknya Anda bersiap-siap secara finansial. Kehadiran seorang anak jelas memerlukan tambahan biaya, apalagi mendapatkan dua atau tiga anak sekaligus. Jadi, gandakan saja biaya perawatannya. Sebaiknya Anda mulai menyediakan biayanya mulai sekarang.. (nsa). """,kesehatan
" Kurus tetapi punya banyak lemak ternyata membahayakan, apalagi jika lemak itu ada di bagian perut.Sebuah hasil studi baru yang diterbitkan di jurnal Annals of Internal Medicine menunjukkan, mereka yang punya berat badan normal tetapi berperut buncit memiliki risiko lebih besar untuk meninggal dibandingkan dengan mereka yang gemuk merata atau obesitas.Untuk mendapatkan penemuan ini, periset melihat hasil survei terhadap 15.184 orang dewasa dengan usia 18-90 tahun.Data dari mereka yang terlibat dalam studi itu dipantau selama 14 tahun untuk melihat bagaimana risiko kematian karena penyakit jantung dan risiko total kematian yang ada hubungannya dengan distribusi lemak.Mereka menemukan orang yang punya indeks massa tubuh normal tetapi rasio pinggang terhadap pinggul tinggi memiliki risiko kematian lebih tinggi dibandingkan dengan mereka yang punya indeks massa tubuh tinggi, tetapi dengan persebaran lemak merata.Kendati studi ini tidak ditujukan untuk mencari tahu alasan terjadinya hal tersebut, peneliti berspekulasi bahwa penyebabnya adalah lemak yang disimpan di perut atau visceral.Lemak visceral lebih berbahaya dibandingkan lemak di bawah kulit.Lemak perut ini dapat menyebabkan resistensi insulin serta peradangan.Itu sebabnya orang-orang dengan lemak visceral berisiko tinggi terkena masalah jantung dan masalah lain yang meningkatkan risiko kematian.""Orang yang kelebihan berat badan atau obesitas berdasarkan indeks massa tubuh memiliki banyak lemak di bawah kulit di sekitar pinggul dan kaki yang berhubungan dengan profil metabolik yang lebih sehat.""""Hal ini menjelaskan bagaimana mereka bertahan hidup lebih baik di kalangan orang-orang dengan kelebihan berat badan dan obesitas, bahkan di kalangan yang gemuk di perut,"" tulis peneliti studi tersebut.Penemuan mengejutkan ini menambah seru perdebatan mengenai paradoks obesitas.Dalam hal ini, orang yang obesitas, dalam beberapa kasus, hidup lebih lama dibandingkan orang yang lebih langsing.Adapun dalam riset lain, beberapa orang yang tak tampak gemuk dan memiliki indeks massa tubuh normal dapat memiliki risiko kematian lebih tinggi.Namun, penemuan ini tidak berarti orang kegemukan lebih sehat dibandingkan dengan orang berberat badan normal.Obesitas dipandang sebagai faktor risiko penyakit jantung dan diabetes.Penelitian ini menunjukkan saran agar mereka yang berberat badan normal tetapi berperut buncit untuk mengubah gaya hidup jadi lebih sehat.""Penemuan kami memiliki implikasi klinis bermakna karena orang dengan berat badan normal dan berperut buncit sering tidak dianggap kurang penting dalam program pencegahan penyakit,"" demikian dituliskan dalam hasil penelitian itu.Tim dalam studi itu juga menggarisbawahi pemikiran bahwa indeks massa tubuh punya kelemahan, kendati berguna dalam banyak hal.Banyak peneliti menunjukkan bahwa indeks itu tidak membedakan lemak dan otot.Padahal, otot lebih berat daripada lemak. Indeks itu juga tidak menghitung di mana seseorang menyimpan lemak mereka. Dalam studi ini, peneliti melihat indeks massa tubuh dan rasio pinggang ke pinggul.""Untuk menemukan orang berisiko tinggi secara lebih baik, seperti mereka yang kelebihan kadar adiposity atau mereka yang punya lemak perut dalam kaitan dengan indeks massa tubuh, data baru ini memberikan bukti bahwa para dokter harus melihat lebih jauh dari sekadar indeks massa tubuh,"" tulis dr Paul Poirier dari Universite Laval di Quebec, Kanada, dalam editorialnya.Masih diperlukan lebih banyak riset untuk mengenali faktor-faktor yang menyebabkan pembentukan lemak perut pada orang berberat badan normal dan kaitannya untuk mendapatkan tubuh sehat.Sementara itu, peneliti berargumen, kombinasi penggunaan indeks massa tubuh dan alat pengukuran lain untuk mengukur lemak di perut patut dipertimbangkan. ",kesehatan
"Kepala Pusat Promosi Kesehatan Kementerian Kesehatan Lily S Sulistyowati memprihatinkan sejumlah produk jajanan anak-anak yang banyak beredar di pasaran dalam bentuk rokok. Jajanan berupa permen batangan itu berbentuk seperti rokok dengan pangkal berbentuk seperti filter rokok sementara ujung kemasannya berwarna merah layaknya bara api rokok.Permen semacam itu banyak beredar di sekolah-sekolah dan warung-warung. Menurut Lily, hal itu secara tidak langsung akan mendekatkan dan mengakrabkan anak dengan rokok lebih dini.""Tentu kita semua akan khawatir dan prihatin jika mendapati anak usia sekolah sudah kenal dengan rokok. Bahkan kita juga sempat terkenal di dunia dengan adanya 'baby smoker' (bayi perokok) yang mampu menghabiskan tiga bungkus rokok dalam seharinya,"" kata dia.Sementara itu, ada upaya industri rokok menghindarkan masyarakat dari peringatan rokok bergambar berdasarkan Peraturan Menteri Kesehatan Nomor 28 Tahun 2013.""Ada kreativitas industri untuk menghindarkan rokok dari peringatan bergambar,"" kata Lily di Jakarta, Kamis (15/1).Dia mengatakan, kreativitas itu bermacam-macam seperti lewat hadiah stiker atau penjualan kotak penyimpan rokok. Keduanya, memiliki satu tujuan yaitu menutupi iklan peringatan bergambar yang baru saja diterapkan pada tahun 2014 itu di sebagian besar merk rokok,Sekitar tujuh bulan industri rokok diminta mencantumkan peringatan bergambar pada kemasan rokok. Dengan kata lain, industri rokok menaati peraturan pemerintah tapi di sisi lain ada upaya untuk mengakalinya.Tidak hanya berhenti di situ saja. Masyarakat juga banyak melihat peluang pasar dari penjualan kotak rokok yang menutupi peringatan bergambar di kemasan rokok. Sehingga kini banyak kotak penyimpan rokok dijual bebas di pasaran dan akibatnya peringatan bergambar tertutupi.Rokok sendiri merupakan salah satu unsur yang masuk dalam kategori berbahaya bagi kesehatan. Produk tembakau menyebabkan lima juta kematian di dunia setiap tahunnya. Sebanyak 200 ribu kematian terjadi di Indonesia dan mereka berada dalam usia produktif.Tren merokok di Indonesia saat ini adalah 67,4 persen laki-laki dan 4,5 persen perempuan.",kesehatan
"Masalah gangguan kecemasan (Anxiety) masih dianggap serbagai gangguan mental emosional yang dianggap masih biasa.Padahal kecemasan yang berlangsung terus menerus hingga mengganggu kehidupan pribadi dan sosial maka yang bersangkutan terdianognis alami gangguan kecemasan.Pakar Kesehatan Jiwa, Danar mengatakan, gejala gangguan cemas banyak dialami oleh manusia jaman sekarang, baik sadar maupun tidak.""Lingkungan yang dinamis, gaya hidup kaum urban yang serba cepat, pemanasan global memicu seseorang menjadi mengalami kecemasan,"" kata Danar saat Pfizer Press Circle (PPC) bertema Mengendalikan Kecemasan untuk Hidup Lebih Berkualitas” di Jakarta, Selasa (11/11/2015).Kecemasan merupakan masalah yang berkaitan dengan timbulnya gejala-gejala sistem saraf otonom di dalam tubuh.""Situasi ini diperparah dengan kondisi spesifik yang berkaitan dengan orang tersebut, seperti faktor genetik bawaan,"" katanya.Biasanya kecemasan itu ditandai dengan dua komponen gejala yaitu gejala fisik dan gejala psikologis.Gejala fisik, biasanya ditimbulkan oleh tubuh seperti jantung berdebar, diare, pusing, berkeringat dingin, sesak napas, mual dan lain-lain.Sementara gejala psikologis, seperti perasaan khawatir, was-was, gugup atau ketakutan.Di tempat yang sama, psikiater dari Klinik Psikosomatik Rumah Sakit OMNI Alam Sutera Tangerangdr. Andri, SpKJ, FAPM mengatakan, gejala kecemasan terjadi pasien dengan diagnosis gangguan jiwa lainnya seperti Gangguan Depresi.Gejala cemas pada depresi meningkatkan kemungkinanan bunuh diri, berkurangnya kemampuan fungsional di pekerjaan, respon yang kurang baik dari terapinya.""Jika kecemasan tidak ditangani dengan baik, maka dapat berakibat depresi atau gejala gangguan jiwa lainnya,"" kata dr. Andri.Kasus-kasus gangguan jiwa seperti cemas dan depresi bisa disembuhkan tapi pasien harus menunggu terlalu lama untuk datang ke pelayanan kedokteran jiwa.""Padahal jika diagnosis yang tepat dan cepat, kualitas hidup pasien bisa diperbaiki,"" kata dr. Andri.",kesehatan
"Perserikatan Bangsa-Bangsa (PBB) dan mitra pendukungnya melakukan imunisasi campak serta memberikan vitamin A kepada sekitar 130 ribu anak balita korban gempa bumi di Daerah Istimewa Yogyakarta dan Jawa Tengah.. Siaran pers dari Office for Coordination of Humanitarian Affairs (OCHA) PBB yang diterima ANTARA di Jakarta, Rabu (07/06), menyebutkan kegiatan itu merupakan respon PBB terhadap kebutuhan kesehatan korban gempa.. Kampanye dan pelaksanaan program itu dilakukan dengan dukungan penuh dari Badan Kesehatan Dunia (World Health Organization/WHO) dan Badan PBB untuk anak (United Nations Children's Fund/UNICEF).. Sebelumnya Departemen Kesehatan juga telah melakukan imunisasi campak kepada anak balita di sejumlah daerah di Yogyakarta dan Jawa Tengah yang terkena dampak gempa.. Hingga saat ini badan-badan PBB yang lain juga masih melakukan kegiatan pendukung kesehatan yang lain seperti menyediakan air bersih dan pangan untuk korban bencana.. Setiap hari sekitar 250 ribu liter air minum dikirimkan untuk pengungsi, lebih dari 170 ton biskuit berenergi tinggi dan mie instan juga telah disalurkan untuk sekitar 170 ribu orang di Kabupaten Bantul dan Klaten.. Saat ini tim PBB tengah melakukan penilaian situasi kebutuhan pangan darurat untuk melihat keamanan/ketahanan pangan keluarga dan berencana guna menentukan jenis intervensi yang tepat untuk membantu.. Federasi Palang Merah dan Bulan Sabit Merah Internasional (International Federation of Red Cross and Red Cressent Societies/IFRC) dan mitranya juga telah membangun sarana kakus darurat di penampungan pengungsi di Bantul dan di sekitar area rumah sakit lapangan.. Menurut data pemerintah, gempa berkekuatan 5,9 skala richter yang mengguncang sejumlah daerah di Yogyakarta dan Jawa Tengah telah menyebabkan lebih dari 5.800 orang meninggal, 37 ribu orang terluka, 85 ribu rumah rusak total dan 323 ribu rumah rusak berat dan ringan.. Hingga saat ini pemerintah dengan bantuan dari berbagai lembaga kemanusiaan masih menjalankan kegiatan tanggap darurat di kedua wilayah tersebut. (*/lpk).",kesehatan
"Hidung Anda mulai berair atau mampet? Mulai bersin-bersin? Jangan terburu menyimpulkan itu sebagai gejala pilek atau flu. Bisa jadi Anda terkena alergi. Pilek dan alergi terkadang memiliki gejala yang hampir sama. Namun ada beberapa hal yang membedakan keduanya.. Berikut adalah perbedaan gejala antara pilek dan alergi, seperti dilansir oleh ABC News (18/03).. 1. Batuk. Pilek selalu diikuti dengan batuk. Seseorang yang terkena pilek pasti sering batuk. Namun hal yang sama tak selalu terjadi pada orang yang terkena alergi. Orang yang terkena alergi hanya sesekali saja batuk, tidak sesering ketika seseorang terkena pilek.. 2. Rasa sakit. Orang yang pilek biasanya merasa tidak enak badan. Ada rasa ngilu pada bagian tubuh. Hal ini tidak muncul ketika seseorang terkena alergi. Alergi tidak diikuti dengan rasa tak enak badan atau rasa ngilu pada bagian tubuh.. 3. Mata berair atau gatal. Orang yang terkena pilek sangat jarang sekali merasakan mata yang berair atau gatal. Sementara itu gejala ini seringkali muncul pada orang yang terkena alergi. Jika bersin atau hidung tersumbat diikuti dengan rasa gatal pada bagian mata, bisa jadi Anda terkena alergi, bukan pilek.. 4. Sakit tenggorokan. Sakit tenggorokan biasanya muncul pada orang yang terkena pilek, namun hanya terjadi sesekali pada orang yang terkena alergi. Perhatikan, jika sakit tenggorokan sering menyertai hidung mampet atau berair, maka bisa jadi Anda terkena pilek atau flu.. 5. Demam. Orang yang terkena alergi tak pernah mengalami demam. Demam hanya muncul pada orang yang terkena pilek atau influenza. Jika Anda mengalami beberapa gejala pilek diikuti demam, bisa jadi Anda terkena pilek, bukan alergi.. Dengan mengetahui perbedaan gejala di atas Anda bisa mengetahui apakah sedang terkena flu atau alergi. Jika terkena alergi, ada baiknya segera singkirkan hal yang bisa memicu alergi pada diri Anda. Selain itu, segera periksakan diri ke dokter jika terkena pilek atau alergi.. """,kesehatan
"Tim Fakultas Farmasi (FF) Universitas Airlangga Surabaya menemukan formula baru antimalaria dari Sambiloto (Andrographis Paniculata Nees) dan Cempedak (Artocarpus Champeden).. """"Kami sudah memformulasikan sambiloto dalam bentuk tablet tapi belum uji klinis (ujicoba pada manusia), sedang cempedak masih belum diformulasikan,"""" ujar koordinator tim riset antimalaria, Dra Aty Widyawaruyanti MSi Apt di Surabaya, Senin.. Menurut dosen Bagian Ilmu Bahan Alam FF Unair Surabaya itu, tim riset FF Unair yang beranggotakan 5-6 orang telah meneliti sambiloto sejak tahun 2000 dan meneliti cempedak sejak tahun 2003.. """"Penelitian itu merupakan kerjasama riset antara tim riset FF Unair dengan TDC (Tropical Disease Centre) Unair dan Lembaga Molekuler Eijkman Jakarta,"""" tegasnya, didampingi dua peneliti tumbuhan obat lainnya dari FF Unair Surabaya.. Hasil penelitian terhadap mencit (tikus putih) sebagai hewan coba, katanya, sambiloto memiliki kadar antimalaria hingga 80 persen, sedangkan cempedak (batang kulit) justru memiliki kadar antimalaria hingga 90-100%.. """"Sambiloto sebenarnya sudah pernah diteliti untuk obat antikanker, antivirus, dan obat bagi penderita hepatitis. Bahkan untuk penyakit hepatitis sudah memasuki uji klinis dengan hasil sambiloto memperbaiki kerja hepar (hati),"""" paparnya.. Namun, katanya, sambiloto belum pernah diteliti untuk antimalaria. """"Kalau kalangan industri farmasi sudah merespon temuan kami, maka sambiloto dan cempedak akan menjadi obat malaria alternatif dari kina dan obat-obatan lainnya,"""" ucapnya.. Apalagi, katanya, obat-obatan antimalaria yang ada sudah mulai resisten terhadap malaria.. """"Jadi, sambiloto dan cempedak akan dapat menjadi obat alternatif, karena senyawa flavonid yang dikandung keduanya mampu menghambat pertumbuhan parasit,"""" kilahnya.. Ia menambahkan, pihaknya akan mempromosikan hasil temuannya itu dalam simposium tumbuhan obat internasional di Surabaya pada 9-11 Apri 2007 yang direncanakan dihadiri 40 pakar tumbuhan obat dari lima benua. (*/rsd). """,kesehatan
"Layanan pengambilan obat di loket pengambilan obat di RSUD Koja, Jakarta Utara dinilai lambat. Sejumlah keluarga pasien ataupun pasien yang mengantri nomor agar dapat memeriksakan diri dan mengambil obat juga membutuhkan proses waktu lama.. Hal ini seperti dialami Murni (41), warga Kali Baru, Cilincing, Jakarta Utara menuturkan sudah sejak pagi hari pukul 07.30 WIB mengantri nomor di RSUD Koja. Dia menyesalkan lamanya harus menebus obat dan menunggu dokter. """"Saya dari pagi, dapat nomor 225, nungguin kasir, nunggu dokter. Kalau dapat nomor 500 bisa sampai magrib,"""" kata Murni, yang masih berada di rumah sakit hingga siang hari ini, Senin (17/12/2012).. Menurut dia, dia datang untuk memeriksakan anaknya yang tengah sakit panas dan dehidrasi. Wanita itu menggunakan kartu KJS agar mendapatkan biaya gratis bagi pengobatan anaknya, tetapi dia menyatakan justru sejak KJS diberlakukan, dia merasa lebih sulit. Pasalnya, semakin banyak yang mengantri ketika memeriksakan kesehatan. Akibatnya, pengujung yang datang pun membeludak.. """"Waktu Gakin tidak begini banget. Ini keterlaluan. Sekarang setelah KJS belum tentu dilayani semua,"""" ujar Murni.. Hariyani (28), warga Pademangan, Jakarta Utara itu mengaku sudah sejak pukul 06.00 WIB berada di RSUD Koja untuk mengantri nomor. Namun, dia baru bisa mendapatkan pemeriksaan dari dokter pada siang hari, sekitar pukul 12.30 WIB.. """"Dari jam enam kami ngantri nomor, cuma sampai atas dokternya baru datang jam setengah satu. Kata (dokter) memang jadwalnya begitu hari ini,"""" ujar Hariyani, yang masih harus menunggu lagi pengambilan obat.. Direktur RSUD Koja Togi Asman Sinaga yang dihubungi wartawan untuk meminta konfirmasi terkait hal tersebut, tidak mengangkat ponsel miliknya. Selain itu pesan singkat yang dikirimkan juga tak dibalasnya. Ketika wartawan mencoba menemui humas RSUD Koja sekitar pukul 13.00 WIB, humas rumah sakit juga sedang tak ada di tempat.. Pantauan Kompas.com, sejumlah orang pun berjubel mengantri di loket dengan suasana berdesakan. Beberapa warga yang ditanyai pun mengaku kecewa dengan lamanya harus menunggu dan berada di rumah sakit. Sebagian dari mereka mengaku mendatangi rumah sakit sejak pagi hari.. """,kesehatan
